,conv_id,context,prompt,speaker_utterance,listener_utterance,empathy,pred,empathy_red
3193,hit:4489_conv:8979,content,i am pretty comfy right now in my bed.,Yes that is the best time.  I like to come home_comma_ fix some food_comma_ and dive into my bed.  It is such a comfort.,Indeed. Particularly_comma_ when i grab my phone and watch short clips from my favorite TV shows on Youtube,3,3,3
3194,hit:6353_conv:12707,anticipating,We waited a long time to get pregnant. It was very hard to wait and I spent my time going overboard on the baby shopping.,We are in our 40s now and our girls are almost grown. I had such a hard time waiting for them to be born_comma_ I went way overboard on the baby shopping_comma_ but it was fun!,dang im 31 i wish u the best,3,3,3
3196,hit:534_conv:1069,jealous,I found out the woman I love likes another man. This makes me feel very hurt inside.,I recently found out that the woman of my dreams like another. I am incredibly jealous of him.,:( I am very sorry. Have you tried telling her how you feel? That could affect her decision.,3,3,3
3198,hit:14171_conv:24342,faithful,An old friend wanted to get together. It would have been fun_comma_ but he is a guy and I knew it would bother my husband so I didn't meet him.,An old friend wanted to get together. IT was a guy_comma_ and he was someone I was involved with. I knew it would bother my husband so I did not meet with him.,That is the best decision. I know mine would not either. If he is a good guy_comma_ he will understand.,3,3,3
3201,hit:10236_conv:20472,trusting,I had to kick my 18 year old son out of house.    He has been gone almost a month now.,He kept doing drugs_comma_ and taking things that didnt belong to him.  It broke my heart but I didnt know what else to do.,It is awful! I know so many families are dealing with similar situation. Sometimes we do not know how to help someone close to us. Heart breaking...,3,3,3
3203,hit:1475_conv:2950,impressed,My daughter has gone through elementary school with all As!,She is 10 and made it through first through fifth grade with all As on every one of her report cards!,omg i cant wait to see what that feels like as a parent congrats! ,3,3,3
3204,hit:9136_conv:18273,nostalgic,I remember when people said hello and thank you. Those were the days.,Absolutely! Those were the days.,I do miss that as well_comma_ maybe it will come back,1,1,1
3206,hit:6757_conv:13514,grateful,I had a tire low on air but_comma_ a co-worker of mine had an air compressor in his car he let me use.,I had a tire low on air but_comma_ a co-worker of mine had an air compressor in his car he let me use,That is good that he had an air compressor. Low tires seem to be the story of my life. I seem to always have to be airing up a tire.,3,3,3
3210,hit:2185_conv:4371,sad,My aunt died,Yeah its pretty bad. She had cancer and they did not see it late. Atleast it was pretty fast,Oh man..I just had someone go through that. It is horrifying. Yes a long battle can be good or bad. I am sorry.,3,3,3
3211,hit:10371_conv:20742,trusting,I lost a job I had for many years. I wasn't sure what I would do_comma_ but I felt things would work out,Well_comma_ actually I did end up getting a job that I like!,That is wonderful! I hope you find fulfillment and a sense of purpose {not to mention a chunky wallet haha},3,3,3
3214,hit:7464_conv:14928,proud,My son has not always been a strong swimmer.  During this summer_comma_ he spent a lot more time in the pool developing his swimming skills.  I had not yet seen this change in him.  Tonight_comma_ he was diving off the side and off the diving board.  Talk about a bragging papa!  That's me!,I just have to brag on my son. He has not always been a strong swimmer_comma_ but tonight_comma_ after a summer of practice_comma_ I was able to see his amazing improvement!,That is amazing hard work pays off and I think it is great that our kids know how to swim.,3,3,3
3215,hit:1172_conv:2344,anticipating,I was excited my first day of college. I was excited about my next step in life,It was a long time ago,Did you graduate?,1,1,1
3217,hit:11202_conv:22404,embarrassed,I was riding a motorcycle and fell in front of a crowd of people.,I fell of my motorcycle in front of a crowd.,Oh_comma_ no! That is terrible! Were you okay?,2,2,3
3218,hit:10137_conv:20275,ashamed,Yesterday my car ran out of oil and broke down. I could not believe I would let such a thing happen!,Yesterday my car ran out of oil and broke down. I could not believe I would let such a thing happen!,Oh no! Did it do any meaningful damage?,3,3,3
3220,hit:2891_conv:5782,disgusted,I was cleaning out the refrigerator and I found a bowl of something that went bad.,I cleaned the refridgerator out the other day and I found something that had gone very very bad.,Oh that is never a good situation. It happens to the best of us though. I need to clean my fridge,3,3,3
3221,hit:11231_conv:22463,apprehensive,So the president of the school's pto and I don't get along. It makes having to go to this meeting today hard.,We used to be best friends but when she became president she started excluding me from everything,Who did _comma_ tell me more,2,2,3
3224,hit:5221_conv:10443,anxious,The movie starts in 30 minutes_comma_ but I'm still stuck at work. I hope I make it in time.,The movie starts in 30 minutes_comma_ but I am still stuck at work. I hope I make it in time.,hopefully you do_comma_ and remember the movie trailers and commercials take a while before the actual movie plays,3,3,3
3225,hit:10234_conv:20468,trusting,My nephew's car broke down last month and he needs a car to get to work.  His money is tight because he's getting married in the fall and can't really afford to rent a car for a week and a half_comma_ so I loaned him mine.  I know he'll take care of it.,When my nephew's car broke down and I loaned him my car_comma_ I know that he will be careful with it.,Well at least you can trust him to be careful.  I dont think I would be able to trust my nephew as he is only 18 and not very responsible yet.,3,3,3
3226,hit:5617_conv:11235,prepared,I am getting transferred out of the country for my job.  I sold my house and all my furniture and am ready to go start a new life.,I am getting transferred out of the country for my job. I sold my house and all my furniture and am ready to go start a new life.,Wow_comma_ that is quite the shift! Did you have any difficulties leaving things behind you?,3,3,3
3229,hit:446_conv:892,afraid,One time I was robbed at gun point.  ,Once I was robbed at gun point and locked in a walk in refrigerator for an hour.,Was it cold?,2,2,3
3231,hit:11536_conv:23072,afraid,There were really loud storms last night. I have never liked thunderstorms and I thought my windows would break.,There were really loud thunderstorms last night. I thought it was going to break my windows with the hail,Hail can be freaky! Was there any damage?,2,2,3
3232,hit:5479_conv:10958,sad,I lost my cell phone today. I can't believe it,I do. We just got home so I am going to call once we get settled in. I cannot believe it,i am so sorry. hopefully there is something they can do for you,3,3,3
3233,hit:1337_conv:2674,angry,A guy out in traffic getting mad at me and then giving me the finger when he is in the wrong,Well he tried to cut everyone off and it is just wreckless. So many people die. I really hate it when bad drivers think they are not lol,Did you call the police?,2,2,3
3234,hit:7672_conv:15345,devastated,I was so sure I had gotten the job that I went out and told my family that it was mine and then the phone call came that it wasn't,You ever get your hopes up over a job that you just knew was yours.,Yes one time. I was feeling very hopeful that day. Have you?,3,3,3
3235,hit:7643_conv:15287,proud,The last time I felt this way was when I got recognized at work at our weekly meeting. I was called by name in front of everyone for a job well done that I have done.,Well we have these weekly meetings about our goals and today I was recognized by name in front of everyone for a job well done.,Good on you! You finally got recognition for your hard work,3,3,3
3236,hit:6728_conv:13457,excited,I received this email yesterday saying that I have unclaimed money and all I have to do is verify some information to receive it. I confirmed the validity of the email and it turns out to be a substantial amount of money.,I am totally laughing out loud at your response! I thought the same thing when i first got the notice_comma_ however I have spoken with a representative and it an actually gift from a deceased family member.,Whaaat! That was cool of them. If it were me_comma_ it would be torture trying to figure out what to do. Put it into stocks? Savings? Pay off debt? Go on a vacation? I hate making decisions because I feel like I messed up no matter what I choose. But maybe you deserve a vacation_comma_ eh,3,3,3
